Song_Id,Track Name,Artist_name,URL,StateID,GenreID,StateID,song_length
25,Cuatro Babys,Maluma,https://open.spotify.com/track/0JoHqmlqE0W0i9prt6kcHR,,9,5,430080
26,My Way,Calvin Harris,https://open.spotify.com/track/1vvNmPOiUuyCbgWmtc6yfm,,8,14,266788
27,Gyal You A Party Animal,Charly Black,https://open.spotify.com/track/1mSzZKMIPZIkn3jFV7v62b,,4,10,240326
28,Baila Conmigo,Juan Magán,https://open.spotify.com/track/772io14jrMTxGJbijtDccQ,,9,10,281054
29,Gyal You A Party Animal - Remix,Charly Black,https://open.spotify.com/track/1AkTW13ysu0AJrwuM6UY0I,,3,46,368441
30,We Don't Talk Anymore (feat. Selena Gomez),Charlie Puth,https://open.spotify.com/track/68EMU2RD1ECNeOeJ5qAXCV,,1,3,226742
31,Por Fin Te Encontré,Cali Y El Dandee,https://open.spotify.com/track/3GpvoKKWZyTwgbLEM9RmWM,,4,10,212276
32,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",Justin Timberlake,https://open.spotify.com/track/6JV2JOEocMgcZxYSZelKcc,,1,38,190566
33,Bailame Despacio,Xantos,https://open.spotify.com/track/4OaTpLJIa2harufGxfOPUu,,2,3,342144
34,I Took A Pill In Ibiza - Seeb Remix,Mike Posner,https://open.spotify.com/track/17Fd6Yb7mSbinKG8LoWfFl,,2,5,394739
35,Hasta el Amanecer,Nicky Jam,https://open.spotify.com/track/5Fim1gaXBgsiFfsQAfQSDS,,6,8,238132
36,Cold Water (feat. Justin Bieber & MØ),Major Lazer,https://open.spotify.com/track/6DNtNfH8hXkqOX1sjqmI7p,,1,10,262749
37,Bobo,J Balvin,https://open.spotify.com/track/7AtlMCIauSQZqiXSlbBPW6,,4,10,244819
38,Ya Me Enteré (feat. Nicky Jam) - Urban Version,Reik,https://open.spotify.com/track/2SSYqDX8KTgy01NlqtUo0F,,3,34,235488
39,In the Name of Love,Martin Garrix,https://open.spotify.com/track/04DwTuZ2VBdJCCC5TROn7L,,1,33,223294
40,Don't Let Me Down,The Chainsmokers,https://open.spotify.com/track/0QsvXIfqM0zZoerQfsI9lm,,1,5,236355
41,Cheap Thrills,Sia,https://open.spotify.com/track/27SdWb2rFzO6GWiYDBTD9j,,5,11,196179
42,Fuego,Juanes,https://open.spotify.com/track/0mwPE0lPOgnWf2bo14xedJ,,7,24,290110
43,Tan Fácil,CNCO,https://open.spotify.com/track/1TxgZRcy3kZ7JaEp88MDbC,,1,10,299816
44,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,https://open.spotify.com/track/5knuzwU65gJK7IF5yJsuaW,,9,17,228717
45,Treat You Better,Shawn Mendes,https://open.spotify.com/track/4Hf7WnR761jpxPr5D46Bcd,,3,6,954851
46,Enamorándonos,Cabas,https://open.spotify.com/track/0aywfeIr0tmhLZJxzqOhzP,,3,27,246491
47,Te Vas,Ozuna,https://open.spotify.com/track/2twUPIYOTqVivev47pf7bU,,9,19,207261
48,No Quiere Enamorarse (Remix) [feat. Daddy Yankee],Ozuna,https://open.spotify.com/track/4vlbjBSMqycZk6t4HVRpnC,,7,14,333635
49,Te Quiero Pa´Mi,Don Omar,https://open.spotify.com/track/3BY2mafsbsoKGqS380Xnuz,,10,11,136907
50,Heathens,Twenty One Pilots,https://open.spotify.com/track/6i0V12jOa3mr6uu4WYhUBr,,1,5,111966
51,Hasta Que Se Seque el Malecón - Remix,Jacob Forever,https://open.spotify.com/track/6sMPwcpYtxm1mlgYbp1B0t,,4,34,263418
52,"Diles (feat. Arcangel, Nengo Flow, Dj Luian & Mambo Kings)",Farruko,https://open.spotify.com/track/2FrnTVSHjgnEylKGdHRUK1,,1,8,236329
53,Deja Que Te Bese,Alejandro Sanz,https://open.spotify.com/track/0s6yB0ZFl1LvYHAnGhXFga,,10,5,193004
54,Side To Side,Ariana Grande,https://open.spotify.com/track/4pLwZjInHj3SimIyN9SnOz,,2,46,266147
55,Manicomio,Cosculluela,https://open.spotify.com/track/3n58u3LOFw8mITLvfPvQBz,,2,23,300257
56,Ruleta Rusa,Kevin Roldan,https://open.spotify.com/track/77KHmKnBmVGTjRCeMVXpWH,,6,46,208004
57,I Feel It Coming,The Weeknd,https://open.spotify.com/track/5GXAXm5YOmYT0kL5jHvYBt,,3,42,224757
58,Ginza,J Balvin,https://open.spotify.com/track/5N8nNuTmIzkZOfcxXlygUw,,1,18,277786
59,Work,Rihanna,https://open.spotify.com/track/14WWzenpaEgQZlqPq2nk4v,,4,7,268561
60,Cake By The Ocean,DNCE,https://open.spotify.com/track/2aFiaMXmWsM3Vj72F9ksBl,,6,13,264359
61,Picky,Joey Montana,https://open.spotify.com/track/4tPL9PeVZY4c0jUPtSD5nx,,4,10,232756
62,Light It Up (feat. Nyla & Fuse ODG) - Remix,Major Lazer,https://open.spotify.com/track/0L7loeTIg6akW84aEQZpCT,,6,5,293511
63,This Is What You Came For,Calvin Harris,https://open.spotify.com/track/0azC730Exh71aQlOt9Zj3y,,10,13,253492
64,Bailando - Spanish Version,Enrique Iglesias,https://open.spotify.com/track/32lm3769IRfcnrQV11LO4E,,5,35,176170
65,Corazon De Seda (feat. Ozuna),Klasico,https://open.spotify.com/track/0uRHot8ml8U8cYVwwzMwNT,,8,10,362788
66,El Perdón,Nicky Jam,https://open.spotify.com/track/7qCAVkHWZkF44OzOUKf8Cr,,10,38,242602
67,El Perdedor,Maluma,https://open.spotify.com/track/1iEwyiSLAunPR6uouANE0O,,7,42,298794
68,Traicionera - Remix,Sebastian Yatra,https://open.spotify.com/track/2webQDZmtGioeu3zUUi9We,,3,4,263755
69,Encantadora,Yandel,https://open.spotify.com/track/7LABrQFfRYcZUqUwng0Heb,,6,48,236460
70,Ride,Twenty One Pilots,https://open.spotify.com/track/2Z8WuEywRWYTKe1NybPQEW,,9,1,266866
71,Love Yourself,Justin Bieber,https://open.spotify.com/track/3hB5DgAiMAQ4DzYbsMq1IT,,6,42,326844
72,Encantadora - Remix,Yandel,https://open.spotify.com/track/0EpFfFZpCuqYFzHvxOtrZS,,2,11,323605
73,Materialista,Silvestre Dangond,https://open.spotify.com/track/3jqSBJ8I20iUN0Bw8NA5xQ,,2,33,172245
74,Me Voy Enamorando - Remix,Chino & Nacho,https://open.spotify.com/track/0nfBKG11Wv2bK8cPjMU5VB,,8,5,240349
75,Vivir Mi Vida,Marc Anthony,https://open.spotify.com/track/3QHMxEOAGD51PDlbFPHLyJ,,4,10,299026
76,Faded,Alan Walker,https://open.spotify.com/track/7gHs73wELdeycvS48JfIos,,5,10,244088
77,Work from Home,Fifth Harmony,https://open.spotify.com/track/4tCtwWceOPWzenK2HAIJSb,,5,10,207934
78,El Perdedor - The Remix,Maluma,https://open.spotify.com/track/4QsPTKvdpgkA7mBAvclZTa,,4,5,251904
79,Stressed Out,Twenty One Pilots,https://open.spotify.com/track/3CRDbSIZ4r5MsZ0YwxuEkn,,2,31,167105
80,De Pies a Cabeza,Maná,https://open.spotify.com/track/2CkHE54EH44Qj945ynQRw7,,1,42,264103
81,Quisiera,CNCO,https://open.spotify.com/track/4iPV0gcc8keTFl6qxqP73M,,3,32,215519
82,Te Busco (feat. Nicky Jam),Cosculluela,https://open.spotify.com/track/6wHm04cn5HxK6pE2ITEdUS,,9,42,38359
83,Perfect Strangers,Jonas Blue,https://open.spotify.com/track/5bZtRlMBU76vHuDOb1GM5u,,8,42,204173
84,Hymn For The Weekend - Seeb Remix,Coldplay,https://open.spotify.com/track/1OAiWI2oPmglaOiv9fdioU,,8,19,270048
85,El Chisme,Reykon,https://open.spotify.com/track/4VXejnj5WgM6H72ct2fSgQ,,5,10,252586
86,Noche Loca,Marama,https://open.spotify.com/track/0gzcET27nREY6aD8LJU9wD,,8,34,284525
87,La Bicicleta - Remix,Carlos Vives,https://open.spotify.com/track/7IRuf7FrdQvOGs0g9mSNGr,,2,5,203221
88,La Mordidita,Ricky Martin,https://open.spotify.com/track/00i0O74dXdaKKdCrqHnfXm,,10,35,222649
89,"La Ocasion (feat. Arcangel, Ozuna & Anuel Aa)",De La Ghetto,https://open.spotify.com/track/498YWgZPJWIA4lphXtCNma,,7,47,221622
90,Sin Contrato,Maluma,https://open.spotify.com/track/09S64DUkxIX9EwIaULu6yN,,9,24,330884
91,Locuras contigo,Rombai,https://open.spotify.com/track/5jMvnSyOgGY8JpvHqeyVOg,,10,36,95086
92,Mi Tesoro (feat. Nicky Jam),Zion & Lennox,https://open.spotify.com/track/5HABnFSYvl6mTmg8nSdzHa,,7,11,253596
93,Trumpets,Sak Noel & Salvi,https://open.spotify.com/track/5dH7o4TP3HYLvCjo4QAhhv,,10,5,242811
94,Me Rehúso,Danny Ocean,https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl,,7,10,199645
95,"Sola (Remix) [feat. Daddy Yankee, Wisin, Farruko, Zion & Lennox]",Anuel Aa,https://open.spotify.com/track/5q2JbCNi4FcnglgPfxcV65,,9,2,262106
96,Nota de Amor,Wisin,https://open.spotify.com/track/4YW2Fr25fHwUt6qgvM1iE1,,4,18,219324
97,Me Ama Me Odia,Ozuna,https://open.spotify.com/track/6041gM9Th1ViQcnzkIxnuv,,1,4,186906
98,Valió la Pena - Salsa Version,Marc Anthony,https://open.spotify.com/track/0ueJesXdxikucezsJr2ejB,,6,39,235937
99,Me llamas,Piso 21,https://open.spotify.com/track/3jpqMaJREkmVDYlRvW1qWC,,5,36,166321
100,Time of Our Lives,Pitbull,https://open.spotify.com/track/2bJvI42r8EF3wxjOuDav4r,,3,42,169377
101,Se Acabó,Sanluis,https://open.spotify.com/track/7BHNaG7YZHjGbAAqIHQzNf,,2,35,167602
102,Que Raro,Feid,https://open.spotify.com/track/3kg9JvQe6QJFKUQCN1oIQz,,9,39,199575
103,The Greatest,Sia,https://open.spotify.com/track/6bLopGnirdrilrpdVB6Um1,,7,34,296437
104,Quiero Que Sepas,Juan Magán,https://open.spotify.com/track/0fm7fJ4aZv6Wx0klIcyXPz,,4,10,227327
105,Just Hold On,Steve Aoki,https://open.spotify.com/track/3EmmCZoqpWOTY1g2GBwJoR,,7,2,295706
106,Photograph,Ed Sheeran,https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy,,10,22,256052
107,Pa Que Me Invitan - Spanglish Version,Jencarlos,https://open.spotify.com/track/2VRssqds7rRNb4eaG9FaY8,,2,42,257115
108,Acércate (feat. Nicky Jam) - Remix,De La Ghetto,https://open.spotify.com/track/35OC6rMxa8lJi8eDiUVShS,,8,5,195674
109,Andas En Mi Cabeza - Remix,Chino & Nacho,https://open.spotify.com/track/733ybNEEEXHYxfk8sK6MRO,,2,35,210558
110,Sorry,Justin Bieber,https://open.spotify.com/track/69bp2EbF7Q2rqc5N3ylezZ,,1,3,306050
111,Black Beatles,Rae Sremmurd,https://open.spotify.com/track/6fujklziTHa8uoM5OQSfIo,,1,34,247455
112,Sofia,Alvaro Soler,https://open.spotify.com/track/1VoHrSS3QQ6TbpabLrFiYb,,6,5,194272
113,Como Yo Le Doy - Spanglish Version,Pitbull,https://open.spotify.com/track/2MRv991PzjY2ecCluXoRq9,,10,10,246642
114,Middle,DJ Snake,https://open.spotify.com/track/4OZEu0Vwq0RB2LAq14v99n,,2,13,231340
115,Obsesionado,Farruko,https://open.spotify.com/track/5Jt4zdXTd9y1zxihiNYQI1,,6,6,244645
116,Danza Kuduro,Don Omar,https://open.spotify.com/track/2a1o6ZejUi8U3wzzOtCOYw,,8,2,227184
117,Thinking Out Loud,Ed Sheeran,https://open.spotify.com/track/1Slwb6dOYkBlWal1PGtnNg,,4,2,201247
118,Traidora,Gente De Zona,https://open.spotify.com/track/7Fl3wSxRqBljyQH8dJSz9c,,6,47,239490
119,Para Enamorarte,CNCO,https://open.spotify.com/track/3B21fRFqPLmTd9zAlK0I8A,,5,15,65062
120,This Girl (Kungs Vs. Cookin' On 3 Burners) - Kungs Vs. Cookin' On 3 Burners,Kungs,https://open.spotify.com/track/0tICYNayWWhH9GPeFrfjfD,,10,10,227277
121,Lean On (feat. MØ & DJ Snake),Major Lazer,https://open.spotify.com/track/4WjH9Bzt3kx7z8kl0awxh4,,10,42,242114
122,Bajo el agua,Manuel Medrano,https://open.spotify.com/track/5QSYWruQQ7kBCHScI4xJ9g,,3,44,202240
123,Sugar,Maroon 5,https://open.spotify.com/track/494OU6M7NOf4ICYb4zWCf5,,5,38,202106
124,Me Reclama,Mambo Kingz,https://open.spotify.com/track/4ojwGTehgBRAg52jbFgzJg,,7,31,318624
125,7 Years,Lukas Graham,https://open.spotify.com/track/7129iqBafaphfc3WPCGC0L,,9,42,320528
126,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,https://open.spotify.com/track/3NdDpSvN911VPGivFlV5d0,,6,21,228832
127,Una y otra vez,Manuel Medrano,https://open.spotify.com/track/0bK3jxkbq5cDKWr68KtO8G,,10,34,260108
128,Ya Me Enteré,Reik,https://open.spotify.com/track/0lPXFrKyl8HkdQ2E6NmNja,,10,27,253097
129,Amor y dolor,Carlos Baute,https://open.spotify.com/track/4efQTJSX6Jca1hHZNi74Zd,,7,34,194490
130,Si No Te Quisiera,Juan Magán,https://open.spotify.com/track/0wLqXnCLseMice1Hwq6yLz,,3,17,144039
131,Suavemente,Elvis Crespo,https://open.spotify.com/track/7JIjUx3GsL0upxmNJacmtz,,5,19,291422
132,Hello,Karol G,https://open.spotify.com/track/1PGENMzwUy16wlpZiuLS65,,2,44,146599
133,Dueles,Jesse & Joy,https://open.spotify.com/track/1iRvhKiXRElIH2Uf4gd95P,,9,36,245852
134,Starving,Hailee Steinfeld,https://open.spotify.com/track/1qOLh0tI7trd1zdDKxYZTe,,10,34,213205
135,Mayor Que Yo 3,Luny Tunes,https://open.spotify.com/track/0bMRpUsk1IWi5O2NIkWsqR,,5,35,267075
136,Bajito,Jencarlos,https://open.spotify.com/track/2q5VkfuJpCHJiFkMqNsenl,,10,19,243043
137,Nunca Me Olvides,Yandel,https://open.spotify.com/track/27ebni0DfbT5Owz6W42HP8,,1,37,274494
138,Caraluna,Bacilos,https://open.spotify.com/track/7DhYjNLksXZhbRQeheAums,,2,44,247118
139,Quiero Que Vuelvas,Alejandro Fernandez,https://open.spotify.com/track/2Zw7rSucHm0MIph9gmNiSn,,9,44,288384
140,Bailar - Radio Edit,Deorro,https://open.spotify.com/track/1HCw8XKtTgWWU3JlEUR0qQ,,9,29,226847
141,All We Know,The Chainsmokers,https://open.spotify.com/track/2rizacJSyD9S1IQUxUxnsK,,2,8,338152
142,6 AM (Remix),Enzo Ortiz,https://open.spotify.com/track/3WHqVVRvPDWz033iPs04md,,3,5,264211
143,Tu Amor Me Hace Bien - Salsa Version,Marc Anthony,https://open.spotify.com/track/12H7K15h3aC5vRCaca65el,,3,5,232698
144,Cuando Nos Volvamos a Encontrar,Carlos Vives,https://open.spotify.com/track/59hfezbTqi7I68O4OyLfcR,,5,20,184366
145,Tu No Vive Asi (feat. Mambo Kingz & DJ Luian),Arcangel,https://open.spotify.com/track/6NSMQFKgjpQb0KkjMDYIK0,,8,7,190914
146,Si Ella Quisiera,Justin Quiles,https://open.spotify.com/track/7cIkMEpDhT7Vpw1FHOQqKC,,9,5,234893
147,Te Viví,Villamizar,https://open.spotify.com/track/3SBjPXmpFIIKOvce7e6OXY,,5,11,217652
148,Fast Car,Jonas Blue,https://open.spotify.com/track/6OZh916QF8XNunWaP97WEZ,,9,17,145635
149,Embriágame (feat. Don Omar) - Remix,Zion & Lennox,https://open.spotify.com/track/1WOJTQfNUEkLlsinPP95VM,,5,18,164536
150,Too Good,Drake,https://open.spotify.com/track/11KJSRSgaDxqydKYiD2Jew,,9,20,101042
151,What Do You Mean?,Justin Bieber,https://open.spotify.com/track/3pzjHKrQSvXGHQ98dx18HI,,6,10,128359
152,Flor Pálida,Marc Anthony,https://open.spotify.com/track/47TyfLrGhYHHyyQWk64d0M,,2,34,221831
153,Tan Fácil - Urban Remix,CNCO,https://open.spotify.com/track/6ZvmnulA6jJY3lvveuCz77,,6,34,299781
154,Mercy,Shawn Mendes,https://open.spotify.com/track/4TZy1wLyHec06pwgFYDh1a,,7,5,219196
155,Sin Contrato - Remix,Maluma,https://open.spotify.com/track/2xNZeeqmwMPVKnD7FSQfgt,,9,11,267354
156,By Your Side,Jonas Blue,https://open.spotify.com/track/1D3ODoXHBLpdxolZRHWV1j,,4,43,182752
157,Lloraras,Billo's Caracas Boys,https://open.spotify.com/track/06sGPlylSN84nEQK23fZhQ,,5,34,214296
158,Say You Won't Let Go,James Arthur,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh,,1,34,217652
159,Te Encontre,El Vega,https://open.spotify.com/track/0CrQ7dNvGPXmex621Waet8,,6,48,236286
160,Sorry - Latino Remix,Justin Bieber,https://open.spotify.com/track/0XXLwO7YHHTAK3OJkWQ37b,,6,19,263732
161,Alone,Alan Walker,https://open.spotify.com/track/0JiVRyTJcJnmlwCZ854K4p,,2,8,282540
162,Uptown Funk,Mark Ronson,https://open.spotify.com/track/32OlwWuMpZ6b0aN2RZOeMS,,10,35,254026
163,Yo No Sé Mañana (salsa),Luis Enrique,https://open.spotify.com/track/1nZziTuPRwCfJe1XvVC760,,1,1,213263
164,Si No Te Quiere,Ozuna,https://open.spotify.com/track/7kxYYjOYRO8HamP4RKBhJ0,,8,42,233116
165,Me Quema,Paulina Rubio,https://open.spotify.com/track/0VjbN2rfs40mHQ5mZN9UCE,,3,10,269212
166,Fake Love,Drake,https://open.spotify.com/track/343YBumqHu19cGoGARUTsd,,6,42,286928
167,"Oiga, Mira, Vea",Guayacán Orquesta,https://open.spotify.com/track/5HJyn7mTQq7OtmpldocdZC,,9,34,248871
168,Love Me,Juan Magán,https://open.spotify.com/track/54MeG5FCVXStJTyNvRu9zN,,4,34,235868
169,Vine a Buscarte - Remix,Fonseca,https://open.spotify.com/track/50gVdVChbqzdMmWR2dp0tP,,3,19,219776
170,Ahora Quien - Salsa Version,Marc Anthony,https://open.spotify.com/track/1riK0w5nJ6r2qsdzNsMQJK,,4,31,235125
171,Can't Feel My Face,The Weeknd,https://open.spotify.com/track/6RsWqX8zABZLhZydXxEFOm,,8,5,301116
172,Si Me Dices Que Si (feat. Nicky Jam),Cosculluela,https://open.spotify.com/track/3noN1TxpjbjjmKqssghvg8,,4,4,247013
173,Te Mando Flores,Fonseca,https://open.spotify.com/track/6OpHDI8lRiqHLqmUIYUxVr,,9,10,230791
174,Ando buscando,Carlos Baute,https://open.spotify.com/track/7BwJtE8KSbCQKOCTIAY3jX,,3,32,184234
175,Humanos a Marte,Chayanne,https://open.spotify.com/track/7lOzUJzsELALh5FQsPKTEn,,8,29,286197
176,Pierde Los Modales,J Balvin,https://open.spotify.com/track/4r3itKA9HEJo48RG65OEnt,,6,27,244621
177,Fanática Sensual,Plan B,https://open.spotify.com/track/1BygxKyZjq2xjQiFMkSFGp,,8,42,266843
178,Otra Copa (feat. Farruko),Justin Quiles,https://open.spotify.com/track/5KX51uLJYo1S1MmITG7lHD,,10,42,238132
179,Te Vas,Américo,https://open.spotify.com/track/2aJuCPajaqOVaNjmgKGRhF,,8,35,237024
180,Call On Me - Ryan Riback Extended Remix,Starley,https://open.spotify.com/track/78rIJddV4X0HkNAInEcYde,,1,42,209536
181,Falsas Mentiras (feat. Ozuna),Los De La Nazza,https://open.spotify.com/track/36JI0KHc591i9liHaFqDFG,,7,27,244192
182,Into You,Ariana Grande,https://open.spotify.com/track/7yHEDfrJNd0zWOfXwydNH0,,3,10,267447
183,Atrévete-Te-Te,Calle 13,https://open.spotify.com/track/1q8NdCAQ9QUjpYiqzdd3mv,,5,10,166661
184,Greenlight,Pitbull,https://open.spotify.com/track/3lJA6dGqvaKtVxqHbTtQiQ,,9,42,247756
185,Si Ella Quisiera - Remix,Justin Quiles,https://open.spotify.com/track/0A2h9QjoPdbVwa9LFiijqM,,2,42,271447
186,The Scientist,Coldplay,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,,1,31,264045
187,Stitches,Shawn Mendes,https://open.spotify.com/track/1WP1r7fuvRqZRnUaTi2I1Q,,7,42,321689
188,Firestone,Kygo,https://open.spotify.com/track/1I8tHoNBFTuoJAlh4hfVVE,,5,23,259413
189,Hola,Joey Montana,https://open.spotify.com/track/03h8eaVgdJJ14cCKiO4ONX,,4,19,333206
190,Ay Vamos,J Balvin,https://open.spotify.com/track/3toP91RkMRQw7M0bScJ4F9,,1,11,220264
191,Latina Sabrosa,Snova,https://open.spotify.com/track/2duYlBtpV5ZVx2dDTbpsQi,,2,6,245890
192,Stole the Show,Kygo,https://open.spotify.com/track/5masKPHeAOVNgxdLebIcK7,,5,23,267818
193,Panda,Desiigner,https://open.spotify.com/track/5OOkp4U9P9oL23maHFHL1h,,2,26,199691
194,Procura,ChiChi Peralta,https://open.spotify.com/track/7xmp7f74I0rxUOPjVuIOE8,,2,39,215040
195,How Deep Is Your Love,Calvin Harris,https://open.spotify.com/track/22mek4IiqubGD9ctzxc69s,,4,42,234893
196,Adventure Of A Lifetime,Coldplay,https://open.spotify.com/track/69uxyAqqPIsUyTO8txoP2M,,1,34,193306
197,Una Cita - Remix,Alkilados,https://open.spotify.com/track/6v3QCw4ca5cR4VkzpG0PHy,,8,5,182021
198,Ella Es Mi Fiesta - Remix,Carlos Vives,https://open.spotify.com/track/0GuLonchqLiGK1zzcrp2ye,,6,11,241684
199,Sugar (feat. Francesco Yates),Robin Schulz,https://open.spotify.com/track/5tf1VVWniHgryyumXyJM7w,,3,6,180511
200,Vuelve,Juan Magán,https://open.spotify.com/track/1mNJT19BzMjOoUrxSUp0xi,,8,46,345547
201,Reggaetón Lento (Bailemos),CNCO,https://open.spotify.com/track/3AEZUABDXNtecAOSC1qTfo,,6,46,227160
202,Chantaje,Shakira,https://open.spotify.com/track/6mICuAdrwEjh6Y6lroV2Kg,,5,18,230896
203,Otra Vez (feat. J Balvin),Zion & Lennox,https://open.spotify.com/track/3QwBODjSEzelZyVjxPOHdq,,4,4,201688
204,Safari,J Balvin,https://open.spotify.com/track/6rQSrBHf7HlZjtcMZ4S4bO,,9,6,123507
205,Vente Pa' Ca,Ricky Martin,https://open.spotify.com/track/7DM4BPaS7uofFul3ywMe46,,2,10,290377
206,Let Me Love You,DJ Snake,https://open.spotify.com/track/4pdPtRcBmOSQDlJ3Fk945m,,9,10,244062
207,Ay Mi Dios,IAmChino,https://open.spotify.com/track/6stYbAJgTszHAHZMPxWWCY,,7,34,230806
208,Traicionera,Sebastian Yatra,https://open.spotify.com/track/5J1c3M4EldCfNxXwrwt8mT,,8,5,223529
209,La Bicicleta,Carlos Vives,https://open.spotify.com/track/0sXvAOmXgjR2QUqLK1MltU,,8,5,194351
210,Vacaciones,Wisin,https://open.spotify.com/track/3dQDid3IUNhZy1OehIfYfE,,1,46,146296
211,Closer,The Chainsmokers,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw,,9,46,230976
212,Dile Que Tu Me Quieres,Ozuna,https://open.spotify.com/track/20ZAJdsKB5IGbGj4ilRt2o,,4,5,215875
213,Andas En Mi Cabeza,Chino & Nacho,https://open.spotify.com/track/5mey7CLLuFToM2P68Qu1gF,,3,5,196501
214,One Dance,Drake,https://open.spotify.com/track/1xznGGDReH1oQq0xzbwXa3,,9,16,240559
215,Starboy,The Weeknd,https://open.spotify.com/track/5aAx2yezTd8zXrkmtKl66Z,,3,34,226998
216,Shaky Shaky,Daddy Yankee,https://open.spotify.com/track/58IL315gMSTD37DOZPJ2hf,,9,2,241209
217,Chillax,Farruko,https://open.spotify.com/track/1lxswgIpzV6HhENRvkflES,,6,10,187802
218,Don't Wanna Know,Maroon 5,https://open.spotify.com/track/5MFzQMkrl1FOOng9tq6R9r,,10,19,266240
219,Cuatro Babys,Maluma,https://open.spotify.com/track/0JoHqmlqE0W0i9prt6kcHR,,6,10,371840
220,24K Magic,Bruno Mars,https://open.spotify.com/track/6b8Be6ljOzmkOmFslEb23P,,2,34,237071
221,DUELE EL CORAZON,Enrique Iglesias,https://open.spotify.com/track/6YZdkObH88npeKrrkb8Ggf,,6,41,108391
222,My Way,Calvin Harris,https://open.spotify.com/track/1vvNmPOiUuyCbgWmtc6yfm,,2,11,226089
223,Me Llamas (feat. Maluma) - Remix,Piso 21,https://open.spotify.com/track/5hEM0JchdVzQ5PwvSfITeX,,5,5,232663
224,Borro Cassette,Maluma,https://open.spotify.com/track/6DUdDIRgLqCGq1DwkNWQTN,,9,31,234997
225,We Don't Talk Anymore (feat. Selena Gomez),Charlie Puth,https://open.spotify.com/track/68EMU2RD1ECNeOeJ5qAXCV,,10,31,223608
