user_id,Song_Id,songrating
9d6f0ead607ac2a6c2460e4d14fb439a146b7dec,3848,5
9d6f0ead607ac2a6c2460e4d14fb439a146b7dec,7631,2
9d6f0ead607ac2a6c2460e4d14fb439a146b7dec,9082,3
9d6f0ead607ac2a6c2460e4d14fb439a146b7dec,7548,1
9d6f0ead607ac2a6c2460e4d14fb439a146b7dec,7430,4
9d6f0ead607ac2a6c2460e4d14fb439a146b7dec,9529,5
9bb911319fbc04f01755814cb5edb21df3d1a336,8718,2
9bb911319fbc04f01755814cb5edb21df3d1a336,1348,3
9bb911319fbc04f01755814cb5edb21df3d1a336,8889,4
9bb911319fbc04f01755814cb5edb21df3d1a336,1911,3
b64cdd1a0bd907e5e00b39e345194768e330d652,2206,3
b64cdd1a0bd907e5e00b39e345194768e330d652,562,2
b64cdd1a0bd907e5e00b39e345194768e330d652,4715,5
b64cdd1a0bd907e5e00b39e345194768e330d652,7393,4
b64cdd1a0bd907e5e00b39e345194768e330d652,4539,2
b64cdd1a0bd907e5e00b39e345194768e330d652,3185,1
b64cdd1a0bd907e5e00b39e345194768e330d652,2655,5
b64cdd1a0bd907e5e00b39e345194768e330d652,4226,5
b64cdd1a0bd907e5e00b39e345194768e330d652,2220,4
b64cdd1a0bd907e5e00b39e345194768e330d652,2006,5
b64cdd1a0bd907e5e00b39e345194768e330d652,4755,3
17aa9f6dbdf753831da8f38c71b66b64373de613,3276,3
17aa9f6dbdf753831da8f38c71b66b64373de613,4962,1
17aa9f6dbdf753831da8f38c71b66b64373de613,5217,2
17aa9f6dbdf753831da8f38c71b66b64373de613,5752,2
17aa9f6dbdf753831da8f38c71b66b64373de613,9948,4
17aa9f6dbdf753831da8f38c71b66b64373de613,294,4
17aa9f6dbdf753831da8f38c71b66b64373de613,8891,4
17aa9f6dbdf753831da8f38c71b66b64373de613,5972,3
17aa9f6dbdf753831da8f38c71b66b64373de613,4330,2
17aa9f6dbdf753831da8f38c71b66b64373de613,7054,2
d6589314c0a9bcbca4fee0c93b14bc402363afea,7059,5
d6589314c0a9bcbca4fee0c93b14bc402363afea,1421,1
d6589314c0a9bcbca4fee0c93b14bc402363afea,5104,4
d6589314c0a9bcbca4fee0c93b14bc402363afea,3670,4
d6589314c0a9bcbca4fee0c93b14bc402363afea,2192,4
d6589314c0a9bcbca4fee0c93b14bc402363afea,5001,5
d6589314c0a9bcbca4fee0c93b14bc402363afea,1109,3
d6589314c0a9bcbca4fee0c93b14bc402363afea,299,3
d6589314c0a9bcbca4fee0c93b14bc402363afea,1144,4
d6589314c0a9bcbca4fee0c93b14bc402363afea,1985,4
d6589314c0a9bcbca4fee0c93b14bc402363afea,2769,1
d6589314c0a9bcbca4fee0c93b14bc402363afea,3429,4
5a905f000fc1ff3df7ca807d57edb608863db05d,519,5
5a905f000fc1ff3df7ca807d57edb608863db05d,5903,4
5a905f000fc1ff3df7ca807d57edb608863db05d,8673,5
5a905f000fc1ff3df7ca807d57edb608863db05d,3635,2
5a905f000fc1ff3df7ca807d57edb608863db05d,2217,4
5a905f000fc1ff3df7ca807d57edb608863db05d,4787,5
5a905f000fc1ff3df7ca807d57edb608863db05d,2373,4
5a905f000fc1ff3df7ca807d57edb608863db05d,3901,5
c737ec8c1b16ce8e39115f4432c9a7fc21ec47a1,339,1
c737ec8c1b16ce8e39115f4432c9a7fc21ec47a1,6915,1
c737ec8c1b16ce8e39115f4432c9a7fc21ec47a1,7225,3
c737ec8c1b16ce8e39115f4432c9a7fc21ec47a1,8999,4
c737ec8c1b16ce8e39115f4432c9a7fc21ec47a1,1819,1
c737ec8c1b16ce8e39115f4432c9a7fc21ec47a1,12,2
45544491ccfcdc0b0803c34f201a6287ed4e30f8,1751,4
45544491ccfcdc0b0803c34f201a6287ed4e30f8,781,5
45544491ccfcdc0b0803c34f201a6287ed4e30f8,3923,1
45544491ccfcdc0b0803c34f201a6287ed4e30f8,9581,5
ed7d4c476013b1c3dd91982b61494bf7436083ba,7932,5
ed7d4c476013b1c3dd91982b61494bf7436083ba,2176,1
baf47ed8da24d607e50d8684cde78b923538640f,4105,3
baf47ed8da24d607e50d8684cde78b923538640f,6467,5
baf47ed8da24d607e50d8684cde78b923538640f,89,3
baf47ed8da24d607e50d8684cde78b923538640f,2894,4
baf47ed8da24d607e50d8684cde78b923538640f,3259,5
baf47ed8da24d607e50d8684cde78b923538640f,7898,1
baf47ed8da24d607e50d8684cde78b923538640f,4296,5
baf47ed8da24d607e50d8684cde78b923538640f,4747,4
169f9f4c68b62d1887c7c0ac99d10a79cfca5daf,648,5
169f9f4c68b62d1887c7c0ac99d10a79cfca5daf,3594,1
169f9f4c68b62d1887c7c0ac99d10a79cfca5daf,7666,4
169f9f4c68b62d1887c7c0ac99d10a79cfca5daf,964,3
169f9f4c68b62d1887c7c0ac99d10a79cfca5daf,6055,4
169f9f4c68b62d1887c7c0ac99d10a79cfca5daf,2654,4
169f9f4c68b62d1887c7c0ac99d10a79cfca5daf,9911,5
169f9f4c68b62d1887c7c0ac99d10a79cfca5daf,3528,5
169f9f4c68b62d1887c7c0ac99d10a79cfca5daf,9033,5
169f9f4c68b62d1887c7c0ac99d10a79cfca5daf,1540,1
a820d2d4f16bbd53be9e41e0417dfb234bfdfba8,147,1
a820d2d4f16bbd53be9e41e0417dfb234bfdfba8,4711,1
a820d2d4f16bbd53be9e41e0417dfb234bfdfba8,9613,1
a820d2d4f16bbd53be9e41e0417dfb234bfdfba8,4372,2
bd8475385f0aa78830fa6dfce9e7242164b035c8,8663,2
bd8475385f0aa78830fa6dfce9e7242164b035c8,868,4
bd8475385f0aa78830fa6dfce9e7242164b035c8,2526,5
bd8475385f0aa78830fa6dfce9e7242164b035c8,5574,5
bd8475385f0aa78830fa6dfce9e7242164b035c8,4245,4
bd8475385f0aa78830fa6dfce9e7242164b035c8,9805,1
bd8475385f0aa78830fa6dfce9e7242164b035c8,4596,1
0afaa5d9d04bf85af720fe8cc566a41ca3e41c97,644,1
0afaa5d9d04bf85af720fe8cc566a41ca3e41c97,1432,2
0afaa5d9d04bf85af720fe8cc566a41ca3e41c97,7754,5
0afaa5d9d04bf85af720fe8cc566a41ca3e41c97,5675,5
0afaa5d9d04bf85af720fe8cc566a41ca3e41c97,4149,5
81bde1c3a845c64f1677bd9d28f2da85dfefcf30,5253,2
81bde1c3a845c64f1677bd9d28f2da85dfefcf30,9869,1
81bde1c3a845c64f1677bd9d28f2da85dfefcf30,1580,5
403b3b867fc71dfdcc12652f30e88bdc7ccd9aa4,4449,2
403b3b867fc71dfdcc12652f30e88bdc7ccd9aa4,224,4
403b3b867fc71dfdcc12652f30e88bdc7ccd9aa4,8228,5
403b3b867fc71dfdcc12652f30e88bdc7ccd9aa4,4503,2
403b3b867fc71dfdcc12652f30e88bdc7ccd9aa4,3749,3
403b3b867fc71dfdcc12652f30e88bdc7ccd9aa4,7770,2
403b3b867fc71dfdcc12652f30e88bdc7ccd9aa4,9716,2
403b3b867fc71dfdcc12652f30e88bdc7ccd9aa4,8804,4
f84f5b5a5c5d1d9fb4866f6488e0d2661b54c192,9247,4
f84f5b5a5c5d1d9fb4866f6488e0d2661b54c192,8783,1
f84f5b5a5c5d1d9fb4866f6488e0d2661b54c192,1676,1
f84f5b5a5c5d1d9fb4866f6488e0d2661b54c192,7515,3
f84f5b5a5c5d1d9fb4866f6488e0d2661b54c192,343,4
f84f5b5a5c5d1d9fb4866f6488e0d2661b54c192,293,5
a1380d458c15706b9d5282304db81a5a78352e96,1232,3
a1380d458c15706b9d5282304db81a5a78352e96,1296,5
a1380d458c15706b9d5282304db81a5a78352e96,5812,1
a1380d458c15706b9d5282304db81a5a78352e96,370,2
a1380d458c15706b9d5282304db81a5a78352e96,7769,1
a1380d458c15706b9d5282304db81a5a78352e96,9553,5
a1380d458c15706b9d5282304db81a5a78352e96,4375,1
a1380d458c15706b9d5282304db81a5a78352e96,8229,3
a1380d458c15706b9d5282304db81a5a78352e96,1823,3
405d396ea64d75b5eaefaaf8ac836f45fa56af4d,8833,4
405d396ea64d75b5eaefaaf8ac836f45fa56af4d,2205,4
405d396ea64d75b5eaefaaf8ac836f45fa56af4d,3269,1
2c42e6551311710ca5a839d62058820a42ead493,6898,2
2c42e6551311710ca5a839d62058820a42ead493,4734,1
2c42e6551311710ca5a839d62058820a42ead493,8070,5
2c42e6551311710ca5a839d62058820a42ead493,7587,4
2c42e6551311710ca5a839d62058820a42ead493,1559,5
2c42e6551311710ca5a839d62058820a42ead493,3086,5
2c42e6551311710ca5a839d62058820a42ead493,6994,4
2c42e6551311710ca5a839d62058820a42ead493,4748,5
8deca80c3da6024a1456e123308eb94fee1b439f,8954,4
8deca80c3da6024a1456e123308eb94fee1b439f,3843,4
8deca80c3da6024a1456e123308eb94fee1b439f,4792,3
8deca80c3da6024a1456e123308eb94fee1b439f,3857,4
8deca80c3da6024a1456e123308eb94fee1b439f,6590,2
8deca80c3da6024a1456e123308eb94fee1b439f,3831,2
bf30441e24ef5326354295723d9fe1edf59b8554,8113,1
bf30441e24ef5326354295723d9fe1edf59b8554,6396,1
bf30441e24ef5326354295723d9fe1edf59b8554,6135,4
bf30441e24ef5326354295723d9fe1edf59b8554,6363,2
bf30441e24ef5326354295723d9fe1edf59b8554,9726,4
bf30441e24ef5326354295723d9fe1edf59b8554,2511,2
bf30441e24ef5326354295723d9fe1edf59b8554,2239,5
12768858f6a825452e412deb1df36d2d1d9c6791,4734,4
12768858f6a825452e412deb1df36d2d1d9c6791,3779,5
12768858f6a825452e412deb1df36d2d1d9c6791,4657,5
12768858f6a825452e412deb1df36d2d1d9c6791,9998,3
12768858f6a825452e412deb1df36d2d1d9c6791,5655,2
12768858f6a825452e412deb1df36d2d1d9c6791,9792,4
12768858f6a825452e412deb1df36d2d1d9c6791,5054,5
12768858f6a825452e412deb1df36d2d1d9c6791,9847,5
12768858f6a825452e412deb1df36d2d1d9c6791,9903,1
12768858f6a825452e412deb1df36d2d1d9c6791,5346,1
12768858f6a825452e412deb1df36d2d1d9c6791,9015,5
12768858f6a825452e412deb1df36d2d1d9c6791,5206,5
12768858f6a825452e412deb1df36d2d1d9c6791,7715,5
12768858f6a825452e412deb1df36d2d1d9c6791,1246,1
12768858f6a825452e412deb1df36d2d1d9c6791,2260,3
12768858f6a825452e412deb1df36d2d1d9c6791,1143,2
12768858f6a825452e412deb1df36d2d1d9c6791,5425,5
12768858f6a825452e412deb1df36d2d1d9c6791,6660,1
a58de017cbeda1763ea002fe027ed41b4ed53109,9965,3
a58de017cbeda1763ea002fe027ed41b4ed53109,6288,5
a58de017cbeda1763ea002fe027ed41b4ed53109,6634,3
a58de017cbeda1763ea002fe027ed41b4ed53109,7521,4
a58de017cbeda1763ea002fe027ed41b4ed53109,3810,3
a58de017cbeda1763ea002fe027ed41b4ed53109,4347,5
a58de017cbeda1763ea002fe027ed41b4ed53109,755,5
a58de017cbeda1763ea002fe027ed41b4ed53109,5177,4
a58de017cbeda1763ea002fe027ed41b4ed53109,527,3
a58de017cbeda1763ea002fe027ed41b4ed53109,3571,3
a58de017cbeda1763ea002fe027ed41b4ed53109,1892,1
a58de017cbeda1763ea002fe027ed41b4ed53109,6897,1
a58de017cbeda1763ea002fe027ed41b4ed53109,6927,1
a58de017cbeda1763ea002fe027ed41b4ed53109,6211,5
a58de017cbeda1763ea002fe027ed41b4ed53109,7287,4
951945330eb5df161ac4f97729647514001cd102,6641,2
951945330eb5df161ac4f97729647514001cd102,4537,2
951945330eb5df161ac4f97729647514001cd102,8583,3
951945330eb5df161ac4f97729647514001cd102,9500,1
951945330eb5df161ac4f97729647514001cd102,6757,2
2b6c2f33bc0e887ea7c4411f58106805a1923280,1583,1
2b6c2f33bc0e887ea7c4411f58106805a1923280,9542,3
2b6c2f33bc0e887ea7c4411f58106805a1923280,6035,2
2b6c2f33bc0e887ea7c4411f58106805a1923280,7532,5
2b6c2f33bc0e887ea7c4411f58106805a1923280,2096,5
3f152d355d53865a2ca27ac5ceeffb7ebaea0a26,9530,1
3f152d355d53865a2ca27ac5ceeffb7ebaea0a26,5785,1
3f152d355d53865a2ca27ac5ceeffb7ebaea0a26,8303,4
3f152d355d53865a2ca27ac5ceeffb7ebaea0a26,3137,3
3f152d355d53865a2ca27ac5ceeffb7ebaea0a26,1211,1
3f152d355d53865a2ca27ac5ceeffb7ebaea0a26,9386,5
3f152d355d53865a2ca27ac5ceeffb7ebaea0a26,4574,4
90dbbbb47979f46ccdbc413d6b6e31cdb55aa58f,3123,1
90dbbbb47979f46ccdbc413d6b6e31cdb55aa58f,9633,4
90dbbbb47979f46ccdbc413d6b6e31cdb55aa58f,9381,2
90dbbbb47979f46ccdbc413d6b6e31cdb55aa58f,2343,5
90dbbbb47979f46ccdbc413d6b6e31cdb55aa58f,9764,2
90dbbbb47979f46ccdbc413d6b6e31cdb55aa58f,4101,3
90dbbbb47979f46ccdbc413d6b6e31cdb55aa58f,2514,2
90dbbbb47979f46ccdbc413d6b6e31cdb55aa58f,2037,4
ee03697dfdf668a9cd19a44a6f257b9d6a1dc60a,7219,4
ee03697dfdf668a9cd19a44a6f257b9d6a1dc60a,4480,5
ee03697dfdf668a9cd19a44a6f257b9d6a1dc60a,7951,5
ee03697dfdf668a9cd19a44a6f257b9d6a1dc60a,5769,5
ee03697dfdf668a9cd19a44a6f257b9d6a1dc60a,6007,3
ee03697dfdf668a9cd19a44a6f257b9d6a1dc60a,6810,1
ee03697dfdf668a9cd19a44a6f257b9d6a1dc60a,666,5
f5e8cc6983d563ff255988b9ea0c53e67941f71e,146,3
f5e8cc6983d563ff255988b9ea0c53e67941f71e,7804,3
f5e8cc6983d563ff255988b9ea0c53e67941f71e,8452,3
f5e8cc6983d563ff255988b9ea0c53e67941f71e,7982,3
f5e8cc6983d563ff255988b9ea0c53e67941f71e,6117,3
f5e8cc6983d563ff255988b9ea0c53e67941f71e,9523,1
f5e8cc6983d563ff255988b9ea0c53e67941f71e,7389,2
1fdf267d8e81db0bb69093460fdab8254e69a2de,8735,2
1fdf267d8e81db0bb69093460fdab8254e69a2de,6614,1
1fdf267d8e81db0bb69093460fdab8254e69a2de,263,2
1fdf267d8e81db0bb69093460fdab8254e69a2de,541,1
1fdf267d8e81db0bb69093460fdab8254e69a2de,1926,2
484b69dd013df1ec0cfd504886d4f647cb32b08f,8929,1
484b69dd013df1ec0cfd504886d4f647cb32b08f,2860,5
484b69dd013df1ec0cfd504886d4f647cb32b08f,7247,1
484b69dd013df1ec0cfd504886d4f647cb32b08f,5517,1
484b69dd013df1ec0cfd504886d4f647cb32b08f,1462,4
484b69dd013df1ec0cfd504886d4f647cb32b08f,9100,3
ff4322e94814d3c7895d07e6f94139b092862611,8483,4
ff4322e94814d3c7895d07e6f94139b092862611,5706,4
ff4322e94814d3c7895d07e6f94139b092862611,7282,4
ff4322e94814d3c7895d07e6f94139b092862611,5532,4
ff4322e94814d3c7895d07e6f94139b092862611,1988,3
d66f2f66f2bdc9aa3d0362a35fc91ccc844101f7,9162,4
d66f2f66f2bdc9aa3d0362a35fc91ccc844101f7,4956,1
d66f2f66f2bdc9aa3d0362a35fc91ccc844101f7,491,5
d66f2f66f2bdc9aa3d0362a35fc91ccc844101f7,8909,2
d66f2f66f2bdc9aa3d0362a35fc91ccc844101f7,9579,1
0152fcbd02b172a874c75a57a913f0f0109ba272,7463,1
0152fcbd02b172a874c75a57a913f0f0109ba272,7610,1
0152fcbd02b172a874c75a57a913f0f0109ba272,8070,3
0152fcbd02b172a874c75a57a913f0f0109ba272,3671,3
523a8a39456d5a96ae8f4d5e8b8b60f3bfb31528,5134,3
523a8a39456d5a96ae8f4d5e8b8b60f3bfb31528,3593,1
523a8a39456d5a96ae8f4d5e8b8b60f3bfb31528,361,2
523a8a39456d5a96ae8f4d5e8b8b60f3bfb31528,7095,4
523a8a39456d5a96ae8f4d5e8b8b60f3bfb31528,5796,5
43683da3c6c5a93c7938ff550faf0d039a9a639a,3187,1
43683da3c6c5a93c7938ff550faf0d039a9a639a,8167,1
43683da3c6c5a93c7938ff550faf0d039a9a639a,4798,4
43683da3c6c5a93c7938ff550faf0d039a9a639a,4878,2
930d2be6c85315d72cab9823ec0f7bfe7e477794,7163,1
930d2be6c85315d72cab9823ec0f7bfe7e477794,7764,3
930d2be6c85315d72cab9823ec0f7bfe7e477794,5857,5
930d2be6c85315d72cab9823ec0f7bfe7e477794,5550,2
930d2be6c85315d72cab9823ec0f7bfe7e477794,9187,3
930d2be6c85315d72cab9823ec0f7bfe7e477794,9024,4
73d0a0c725c9b2c541635672bb0572bfcb7eb2b4,4563,4
73d0a0c725c9b2c541635672bb0572bfcb7eb2b4,767,3
73d0a0c725c9b2c541635672bb0572bfcb7eb2b4,7760,1
73d0a0c725c9b2c541635672bb0572bfcb7eb2b4,454,3
ca80fbb6d0deb3cae53763099e2cae7306f005ec,9611,3
ca80fbb6d0deb3cae53763099e2cae7306f005ec,3701,5
ca80fbb6d0deb3cae53763099e2cae7306f005ec,2254,5
b41ead730ac14f6b6717b9cf8859d5579f3f8d4d,3582,1
b41ead730ac14f6b6717b9cf8859d5579f3f8d4d,6936,2
b41ead730ac14f6b6717b9cf8859d5579f3f8d4d,9430,4
b41ead730ac14f6b6717b9cf8859d5579f3f8d4d,5004,2
2aa3b8c9f60070025940183cdd44602086d7b535,2587,5
2aa3b8c9f60070025940183cdd44602086d7b535,8107,3
2aa3b8c9f60070025940183cdd44602086d7b535,909,1
2aa3b8c9f60070025940183cdd44602086d7b535,9903,2
6f62f1c30b0f4b87db28c101ddcab89b4f5d7298,1422,2
6f62f1c30b0f4b87db28c101ddcab89b4f5d7298,3672,4
6f62f1c30b0f4b87db28c101ddcab89b4f5d7298,2683,1
6f62f1c30b0f4b87db28c101ddcab89b4f5d7298,4396,4
6f62f1c30b0f4b87db28c101ddcab89b4f5d7298,6371,1
e6b4dbf8e48346fbfd233fa96cdf5daee25ae77c,5718,4
e6b4dbf8e48346fbfd233fa96cdf5daee25ae77c,128,4
e6b4dbf8e48346fbfd233fa96cdf5daee25ae77c,8911,5
e6b4dbf8e48346fbfd233fa96cdf5daee25ae77c,4594,5
e6b4dbf8e48346fbfd233fa96cdf5daee25ae77c,4165,3
e6b4dbf8e48346fbfd233fa96cdf5daee25ae77c,8774,3
99b5f915dd56a0150eb91605e1f6109e1e80c9de,414,5
99b5f915dd56a0150eb91605e1f6109e1e80c9de,4294,5
99b5f915dd56a0150eb91605e1f6109e1e80c9de,5650,1
99b5f915dd56a0150eb91605e1f6109e1e80c9de,9413,1
99b5f915dd56a0150eb91605e1f6109e1e80c9de,9201,3
77cac5c3389010b64d01b30f725c24de4a5bb626,8761,4
77cac5c3389010b64d01b30f725c24de4a5bb626,2379,4
77cac5c3389010b64d01b30f725c24de4a5bb626,7938,1
77cac5c3389010b64d01b30f725c24de4a5bb626,4920,4
77cac5c3389010b64d01b30f725c24de4a5bb626,9191,4
77cac5c3389010b64d01b30f725c24de4a5bb626,5843,3
77cac5c3389010b64d01b30f725c24de4a5bb626,2164,1
77cac5c3389010b64d01b30f725c24de4a5bb626,9884,5
a4851161aef67246972269b957ab54be3b002c8b,7404,1
a4851161aef67246972269b957ab54be3b002c8b,4734,2
a4851161aef67246972269b957ab54be3b002c8b,2856,2
a4851161aef67246972269b957ab54be3b002c8b,1009,4
a4851161aef67246972269b957ab54be3b002c8b,3914,2
b6b799f34a204bd928ea014c243ddad6d0be4f8f,2390,4
b6b799f34a204bd928ea014c243ddad6d0be4f8f,3280,1
b6b799f34a204bd928ea014c243ddad6d0be4f8f,7045,2
b6b799f34a204bd928ea014c243ddad6d0be4f8f,3004,1
b6b799f34a204bd928ea014c243ddad6d0be4f8f,5511,5
b6b799f34a204bd928ea014c243ddad6d0be4f8f,3910,2
a5cc4c1c78e830b43bba70a8d439ad865ca8026f,7603,5
a5cc4c1c78e830b43bba70a8d439ad865ca8026f,4746,4
a5cc4c1c78e830b43bba70a8d439ad865ca8026f,3911,3
a5cc4c1c78e830b43bba70a8d439ad865ca8026f,174,3
80aa05e1251892949df7c7b1f61b6ce8ffa27aec,9777,2
80aa05e1251892949df7c7b1f61b6ce8ffa27aec,2950,4
80aa05e1251892949df7c7b1f61b6ce8ffa27aec,8448,1
80aa05e1251892949df7c7b1f61b6ce8ffa27aec,4796,5
80aa05e1251892949df7c7b1f61b6ce8ffa27aec,1315,3
99d57b8925d3c30c534d2e651cc029fcaaa86cce,8313,4
99d57b8925d3c30c534d2e651cc029fcaaa86cce,440,5
edc8b7b1fd592a3b69c3d823a742e1a064abec95,5585,5
edc8b7b1fd592a3b69c3d823a742e1a064abec95,5928,5
edc8b7b1fd592a3b69c3d823a742e1a064abec95,2031,4
fe979a7b199de3ee8a78486c10e5ed13587fc359,7142,3
fe979a7b199de3ee8a78486c10e5ed13587fc359,6498,1
732f88be38fae217f8ab7e24c20dd072436e3e40,6386,5
732f88be38fae217f8ab7e24c20dd072436e3e40,6094,4
732f88be38fae217f8ab7e24c20dd072436e3e40,2646,3
0c1a6a1fc9b0e6df616c5bddace2559a7952ebe5,7125,4
0c1a6a1fc9b0e6df616c5bddace2559a7952ebe5,2191,5
0c1a6a1fc9b0e6df616c5bddace2559a7952ebe5,5332,4
3f9ed694a79835c921ef6d94acd28f876c1d901e,6395,3
3f9ed694a79835c921ef6d94acd28f876c1d901e,5467,4
3f9ed694a79835c921ef6d94acd28f876c1d901e,1958,1
1a849df9dabb15845eb932d46d81e2fd77176786,3909,4
1a849df9dabb15845eb932d46d81e2fd77176786,6314,3
1a849df9dabb15845eb932d46d81e2fd77176786,7458,1
1a849df9dabb15845eb932d46d81e2fd77176786,839,3
1a849df9dabb15845eb932d46d81e2fd77176786,2496,1
a4a1daac7ba5534ade06e32c5b9d220eb5ce145d,1698,1
a4a1daac7ba5534ade06e32c5b9d220eb5ce145d,8700,1
a4a1daac7ba5534ade06e32c5b9d220eb5ce145d,2538,5
a4a1daac7ba5534ade06e32c5b9d220eb5ce145d,2154,4
a4a1daac7ba5534ade06e32c5b9d220eb5ce145d,3292,5
f28f980d8842ebfaa31e8fb3939aace4a43a18ec,487,3
f28f980d8842ebfaa31e8fb3939aace4a43a18ec,6868,2
daebcdcf97caaf54a327b8ff52eca9f320599a10,6201,4
daebcdcf97caaf54a327b8ff52eca9f320599a10,4945,3
daebcdcf97caaf54a327b8ff52eca9f320599a10,2323,2
daebcdcf97caaf54a327b8ff52eca9f320599a10,8563,4
4c84359a164b161496d05282707cecbd50adbfc4,935,3
4c84359a164b161496d05282707cecbd50adbfc4,3629,4
4c84359a164b161496d05282707cecbd50adbfc4,2601,1
4c84359a164b161496d05282707cecbd50adbfc4,3345,4
8cbb5066924ec788e3fea9a4aae59586f46f38fa,4762,4
8cbb5066924ec788e3fea9a4aae59586f46f38fa,6317,5
8cbb5066924ec788e3fea9a4aae59586f46f38fa,3379,4
3b3c1e29095a98ae07e2427522244f10daa69340,787,2
3b3c1e29095a98ae07e2427522244f10daa69340,1436,4
3b3c1e29095a98ae07e2427522244f10daa69340,8209,4
c2cffe9ccaa09a327e8134e9a1f24901801fb2f8,3618,4
c2cffe9ccaa09a327e8134e9a1f24901801fb2f8,4077,3
c2cffe9ccaa09a327e8134e9a1f24901801fb2f8,8922,2
01655ae6bc52e29c9cd100a7dde4e9eeae5e4031,9773,1
01655ae6bc52e29c9cd100a7dde4e9eeae5e4031,3350,3
01655ae6bc52e29c9cd100a7dde4e9eeae5e4031,5732,3
9fba771d9731561eba47216f6fbfc0023d88641b,4061,5
9fba771d9731561eba47216f6fbfc0023d88641b,5697,2
62f2f9b881dc320d745a90c0c10528d18e10deb1,4820,2
62f2f9b881dc320d745a90c0c10528d18e10deb1,1149,2
62f2f9b881dc320d745a90c0c10528d18e10deb1,3064,4
1b00fc5a510fd249d4d2f94e7f21f1e2eeb21cff,7840,5
1b00fc5a510fd249d4d2f94e7f21f1e2eeb21cff,3902,4
1b00fc5a510fd249d4d2f94e7f21f1e2eeb21cff,479,1
f47116f998e030f2dab275b81fb2a04a9dc06c33,464,3
f47116f998e030f2dab275b81fb2a04a9dc06c33,1872,1
f47116f998e030f2dab275b81fb2a04a9dc06c33,2862,4
20d0638c7ada27ac12346b0ed5ab99b39524291d,8653,4
20d0638c7ada27ac12346b0ed5ab99b39524291d,7925,3
20d0638c7ada27ac12346b0ed5ab99b39524291d,228,3
20d0638c7ada27ac12346b0ed5ab99b39524291d,3745,2
7e2b716907a9a295d92c2f35d7e260aeee2b32cf,7751,5
ea07020bb223c733ccc55aa925ebcc25c4d97377,431,4
179b2286bb4eea7193bcfa0c36fcfa4eade2b34d,2647,5
179b2286bb4eea7193bcfa0c36fcfa4eade2b34d,9452,2
179b2286bb4eea7193bcfa0c36fcfa4eade2b34d,3887,1
b61afb42335287239bd40e1dea50d849cbf8a9a9,5991,3
