user_id,listen_count,song_id,songrating
b64cdd1a0bd907e5e00b39e345194768e330d652,2,a054P00000uaFyN,5
b64cdd1a0bd907e5e00b39e345194768e330d652,2,a054P00000uaFvW,3
d6589314c0a9bcbca4fee0c93b14bc402363afea,12,a054P00000uaFwm,5
d6589314c0a9bcbca4fee0c93b14bc402363afea,1,a054P00000uaFxGQAU,1
d6589314c0a9bcbca4fee0c93b14bc402363afea,1,a054P00000uaFwb,4
d6589314c0a9bcbca4fee0c93b14bc402363afea,1,a054P00000uaFwT,4
d6589314c0a9bcbca4fee0c93b14bc402363afea,7,a054P00000uaFvy,4
d6589314c0a9bcbca4fee0c93b14bc402363afea,26,a054P00000uaFwd,5
d6589314c0a9bcbca4fee0c93b14bc402363afea,7,a054P00000uaFwg,3
d6589314c0a9bcbca4fee0c93b14bc402363afea,5,a054P00000uaFyN,3
d6589314c0a9bcbca4fee0c93b14bc402363afea,1,a054P00000uaFyG,4
d6589314c0a9bcbca4fee0c93b14bc402363afea,6,a054P00000uaFyi,4
d6589314c0a9bcbca4fee0c93b14bc402363afea,8,a054P00000uaFwW,1
d6589314c0a9bcbca4fee0c93b14bc402363afea,1,a054P00000uaFz5,4
c737ec8c1b16ce8e39115f4432c9a7fc21ec47a1,2,a054P00000uaFyY,1
c737ec8c1b16ce8e39115f4432c9a7fc21ec47a1,1,a054P00000uaFwq,1
c737ec8c1b16ce8e39115f4432c9a7fc21ec47a1,1,a054P00000uaFxN,3
c737ec8c1b16ce8e39115f4432c9a7fc21ec47a1,1,a054P00000uaFvm,4
c737ec8c1b16ce8e39115f4432c9a7fc21ec47a1,1,a054P00000uaFwe,1
c737ec8c1b16ce8e39115f4432c9a7fc21ec47a1,1,a054P00000uaFwk,2
ff4322e94814d3c7895d07e6f94139b092862611,1,a054P00000uaFwT,4
ff4322e94814d3c7895d07e6f94139b092862611,4,a054P00000uaFw0,4
ff4322e94814d3c7895d07e6f94139b092862611,1,a054P00000uaFw2QAE,4
ff4322e94814d3c7895d07e6f94139b092862611,9,a054P00000uaFwC,4
ff4322e94814d3c7895d07e6f94139b092862611,5,a054P00000uaFytQAE,3
fe979a7b199de3ee8a78486c10e5ed13587fc359,1,a054P00000uaFxB,3
fe979a7b199de3ee8a78486c10e5ed13587fc359,1,a054P00000uaFva,1
07caa920795cd4f20bfeeb0e192a5ddd9566ecdd,1,a054P00000uaFvh,3
07caa920795cd4f20bfeeb0e192a5ddd9566ecdd,1,a054P00000uaFxP,2
07caa920795cd4f20bfeeb0e192a5ddd9566ecdd,1,a054P00000uaFxf,3
07caa920795cd4f20bfeeb0e192a5ddd9566ecdd,1,a054P00000uaFwrQAE,2
07caa920795cd4f20bfeeb0e192a5ddd9566ecdd,1,a054P00000uaFwt,4
07caa920795cd4f20bfeeb0e192a5ddd9566ecdd,1,a054P00000uaFwT,2
07caa920795cd4f20bfeeb0e192a5ddd9566ecdd,1,a054P00000uaFyn,3
07caa920795cd4f20bfeeb0e192a5ddd9566ecdd,1,a054P00000uaFvV,2
07caa920795cd4f20bfeeb0e192a5ddd9566ecdd,1,a054P00000uaFxk,2
07caa920795cd4f20bfeeb0e192a5ddd9566ecdd,3,a054P00000uaFxo,3
07caa920795cd4f20bfeeb0e192a5ddd9566ecdd,3,a054P00000uaFx9,3
07caa920795cd4f20bfeeb0e192a5ddd9566ecdd,1,a054P00000uaFvOQAU,1
07caa920795cd4f20bfeeb0e192a5ddd9566ecdd,1,a054P00000uaFyn,2
07caa920795cd4f20bfeeb0e192a5ddd9566ecdd,1,a054P00000uaFz5,2
07caa920795cd4f20bfeeb0e192a5ddd9566ecdd,1,a054P00000uaFyi,3
07caa920795cd4f20bfeeb0e192a5ddd9566ecdd,1,a054P00000uaFxA,1
07caa920795cd4f20bfeeb0e192a5ddd9566ecdd,8,a054P00000uaFz0,3
07caa920795cd4f20bfeeb0e192a5ddd9566ecdd,1,a054P00000uaFvM,2
07caa920795cd4f20bfeeb0e192a5ddd9566ecdd,1,a054P00000uaFwJ,1
07caa920795cd4f20bfeeb0e192a5ddd9566ecdd,1,a054P00000uaFvU,5
07caa920795cd4f20bfeeb0e192a5ddd9566ecdd,1,a054P00000uaFyM,4
07caa920795cd4f20bfeeb0e192a5ddd9566ecdd,1,a054P00000uaFxY,5
07caa920795cd4f20bfeeb0e192a5ddd9566ecdd,1,a054P00000uaFxi,1
07caa920795cd4f20bfeeb0e192a5ddd9566ecdd,1,a054P00000uaFwG,3
07caa920795cd4f20bfeeb0e192a5ddd9566ecdd,1,a054P00000uaFwM,5
07caa920795cd4f20bfeeb0e192a5ddd9566ecdd,1,a054P00000uaFwu,3
07caa920795cd4f20bfeeb0e192a5ddd9566ecdd,2,a054P00000uaFyC,2
07caa920795cd4f20bfeeb0e192a5ddd9566ecdd,1,a054P00000uaFz3,5
07caa920795cd4f20bfeeb0e192a5ddd9566ecdd,1,a054P00000uaFxm,5
07caa920795cd4f20bfeeb0e192a5ddd9566ecdd,2,a054P00000uaFwG,2
07caa920795cd4f20bfeeb0e192a5ddd9566ecdd,1,a054P00000uaFyS,4
07caa920795cd4f20bfeeb0e192a5ddd9566ecdd,1,a054P00000uaFyV,5
07caa920795cd4f20bfeeb0e192a5ddd9566ecdd,1,a054P00000uaFyJ,4
07caa920795cd4f20bfeeb0e192a5ddd9566ecdd,1,a054P00000uaFxL,2
07caa920795cd4f20bfeeb0e192a5ddd9566ecdd,1,a054P00000uaFvm,2
07caa920795cd4f20bfeeb0e192a5ddd9566ecdd,1,a054P00000uaFwT,3
07caa920795cd4f20bfeeb0e192a5ddd9566ecdd,1,a054P00000uaFvH,2
07caa920795cd4f20bfeeb0e192a5ddd9566ecdd,3,a054P00000uaFxj,2
07caa920795cd4f20bfeeb0e192a5ddd9566ecdd,3,a054P00000uaFvj,4
07caa920795cd4f20bfeeb0e192a5ddd9566ecdd,8,a054P00000uaFwN,5
07caa920795cd4f20bfeeb0e192a5ddd9566ecdd,1,a054P00000uaFwE,2
07caa920795cd4f20bfeeb0e192a5ddd9566ecdd,1,a054P00000uaFvv,4
07caa920795cd4f20bfeeb0e192a5ddd9566ecdd,1,a054P00000uaFvR,5
07caa920795cd4f20bfeeb0e192a5ddd9566ecdd,1,a054P00000uaFxr,2
07caa920795cd4f20bfeeb0e192a5ddd9566ecdd,1,a054P00000uaFvm,2
07caa920795cd4f20bfeeb0e192a5ddd9566ecdd,1,a054P00000uaFxh,5
07caa920795cd4f20bfeeb0e192a5ddd9566ecdd,1,a054P00000uaFxR,1
07caa920795cd4f20bfeeb0e192a5ddd9566ecdd,1,a054P00000uaFxr,1
07caa920795cd4f20bfeeb0e192a5ddd9566ecdd,1,a054P00000uaFvH,1
07caa920795cd4f20bfeeb0e192a5ddd9566ecdd,1,a054P00000uaFwV,3
07caa920795cd4f20bfeeb0e192a5ddd9566ecdd,1,a054P00000uaFwo,3
07caa920795cd4f20bfeeb0e192a5ddd9566ecdd,1,a054P00000uaFvo,2
884209a41deb55df792f074bccf8af1c1c31768b,1,a054P00000uaFwH,3
884209a41deb55df792f074bccf8af1c1c31768b,1,a054P00000uaFw4,5
884209a41deb55df792f074bccf8af1c1c31768b,2,a054P00000uaFvN,5
884209a41deb55df792f074bccf8af1c1c31768b,2,a054P00000uaFvj,4
884209a41deb55df792f074bccf8af1c1c31768b,1,a054P00000uaFyw,5
884209a41deb55df792f074bccf8af1c1c31768b,3,a054P00000uaFvT,1
884209a41deb55df792f074bccf8af1c1c31768b,1,a054P00000uaFxs,3
884209a41deb55df792f074bccf8af1c1c31768b,3,a054P00000uaFx9,4
884209a41deb55df792f074bccf8af1c1c31768b,1,a054P00000uaFwB,4
884209a41deb55df792f074bccf8af1c1c31768b,1,a054P00000uaFxQQAU,1
884209a41deb55df792f074bccf8af1c1c31768b,1,a054P00000uaFz4,3
884209a41deb55df792f074bccf8af1c1c31768b,1,a054P00000uaFw5,5
884209a41deb55df792f074bccf8af1c1c31768b,1,a054P00000uaFwu,1
884209a41deb55df792f074bccf8af1c1c31768b,5,a054P00000uaFxzQAE,1
884209a41deb55df792f074bccf8af1c1c31768b,1,a054P00000uaFwX,4
884209a41deb55df792f074bccf8af1c1c31768b,4,a054P00000uaFxB,2
884209a41deb55df792f074bccf8af1c1c31768b,1,a054P00000uaFxX,2
884209a41deb55df792f074bccf8af1c1c31768b,2,a054P00000uaFyo,1
884209a41deb55df792f074bccf8af1c1c31768b,1,a054P00000uaFwe,2
884209a41deb55df792f074bccf8af1c1c31768b,2,a054P00000uaFwE,1
884209a41deb55df792f074bccf8af1c1c31768b,2,a054P00000uaFvu,3
884209a41deb55df792f074bccf8af1c1c31768b,1,a054P00000uaFyJ,3
884209a41deb55df792f074bccf8af1c1c31768b,1,a054P00000uaFwU,4
884209a41deb55df792f074bccf8af1c1c31768b,1,a054P00000uaFyH,4
884209a41deb55df792f074bccf8af1c1c31768b,1,a054P00000uaFyv,4
884209a41deb55df792f074bccf8af1c1c31768b,1,a054P00000uaFxj,5
884209a41deb55df792f074bccf8af1c1c31768b,1,a054P00000uaFz1,3
884209a41deb55df792f074bccf8af1c1c31768b,5,a054P00000uaFxcQAE,2
884209a41deb55df792f074bccf8af1c1c31768b,3,a054P00000uaFw0,5
884209a41deb55df792f074bccf8af1c1c31768b,1,a054P00000uaFwF,1
884209a41deb55df792f074bccf8af1c1c31768b,1,a054P00000uaFwI,5
884209a41deb55df792f074bccf8af1c1c31768b,3,a054P00000uaFwk,5
884209a41deb55df792f074bccf8af1c1c31768b,1,a054P00000uaFxH,5
884209a41deb55df792f074bccf8af1c1c31768b,2,a054P00000uaFxS,1
884209a41deb55df792f074bccf8af1c1c31768b,3,a054P00000uaFxA,5
884209a41deb55df792f074bccf8af1c1c31768b,1,a054P00000uaFvK,3
884209a41deb55df792f074bccf8af1c1c31768b,1,a054P00000uaFvV,5
884209a41deb55df792f074bccf8af1c1c31768b,1,a054P00000uaFvk,4
884209a41deb55df792f074bccf8af1c1c31768b,1,a054P00000uaFyX,2
884209a41deb55df792f074bccf8af1c1c31768b,1,a054P00000uaFy8,3
884209a41deb55df792f074bccf8af1c1c31768b,1,a054P00000uaFxq,2
884209a41deb55df792f074bccf8af1c1c31768b,1,a054P00000uaFyK,3
884209a41deb55df792f074bccf8af1c1c31768b,3,a054P00000uaFwQ,1
884209a41deb55df792f074bccf8af1c1c31768b,1,a054P00000uaFvh,3
884209a41deb55df792f074bccf8af1c1c31768b,1,a054P00000uaFwi,5
884209a41deb55df792f074bccf8af1c1c31768b,1,a054P00000uaFxl,3
884209a41deb55df792f074bccf8af1c1c31768b,1,a054P00000uaFvg,2
884209a41deb55df792f074bccf8af1c1c31768b,1,a054P00000uaFw3,1
884209a41deb55df792f074bccf8af1c1c31768b,3,a054P00000uaFxv,2
884209a41deb55df792f074bccf8af1c1c31768b,1,a054P00000uaFw0,1
884209a41deb55df792f074bccf8af1c1c31768b,2,a054P00000uaFva,4
884209a41deb55df792f074bccf8af1c1c31768b,1,a054P00000uaFwo,2
884209a41deb55df792f074bccf8af1c1c31768b,2,a054P00000uaFwg,1
884209a41deb55df792f074bccf8af1c1c31768b,1,a054P00000uaFya,5
884209a41deb55df792f074bccf8af1c1c31768b,1,a054P00000uaFwH,1
884209a41deb55df792f074bccf8af1c1c31768b,1,a054P00000uaFw2QAE,4
884209a41deb55df792f074bccf8af1c1c31768b,4,a054P00000uaFxa,5
884209a41deb55df792f074bccf8af1c1c31768b,1,a054P00000uaFwj,1
884209a41deb55df792f074bccf8af1c1c31768b,1,a054P00000uaFvh,5
884209a41deb55df792f074bccf8af1c1c31768b,1,a054P00000uaFxGQAU,2
884209a41deb55df792f074bccf8af1c1c31768b,6,a054P00000uaFxg,5
884209a41deb55df792f074bccf8af1c1c31768b,3,a054P00000uaFwn,1
884209a41deb55df792f074bccf8af1c1c31768b,1,a054P00000uaFyQ,4
884209a41deb55df792f074bccf8af1c1c31768b,1,a054P00000uaFw1,1
884209a41deb55df792f074bccf8af1c1c31768b,1,a054P00000uaFvb,3
884209a41deb55df792f074bccf8af1c1c31768b,1,a054P00000uaFwq,5
884209a41deb55df792f074bccf8af1c1c31768b,2,a054P00000uaFxj,1
884209a41deb55df792f074bccf8af1c1c31768b,2,a054P00000uaFwq,5
884209a41deb55df792f074bccf8af1c1c31768b,1,a054P00000uaFwk,2
884209a41deb55df792f074bccf8af1c1c31768b,1,a054P00000uaFxm,1
884209a41deb55df792f074bccf8af1c1c31768b,1,a054P00000uaFwV,4
884209a41deb55df792f074bccf8af1c1c31768b,2,a054P00000uaFyY,3
884209a41deb55df792f074bccf8af1c1c31768b,1,a054P00000uaFwa,4
884209a41deb55df792f074bccf8af1c1c31768b,1,a054P00000uaFyO,1
884209a41deb55df792f074bccf8af1c1c31768b,1,a054P00000uaFz5,3
884209a41deb55df792f074bccf8af1c1c31768b,1,a054P00000uaFvo,1
884209a41deb55df792f074bccf8af1c1c31768b,4,a054P00000uaFxP,3
884209a41deb55df792f074bccf8af1c1c31768b,3,a054P00000uaFwh,3
884209a41deb55df792f074bccf8af1c1c31768b,1,a054P00000uaFyn,5
884209a41deb55df792f074bccf8af1c1c31768b,1,a054P00000uaFwi,1
884209a41deb55df792f074bccf8af1c1c31768b,1,a054P00000uaFxs,4
884209a41deb55df792f074bccf8af1c1c31768b,1,a054P00000uaFvH,4
884209a41deb55df792f074bccf8af1c1c31768b,1,a054P00000uaFxIQAU,4
884209a41deb55df792f074bccf8af1c1c31768b,1,a054P00000uaFy1,2
884209a41deb55df792f074bccf8af1c1c31768b,8,a054P00000uaFw0,2
884209a41deb55df792f074bccf8af1c1c31768b,1,a054P00000uaFxH,3
884209a41deb55df792f074bccf8af1c1c31768b,2,a054P00000uaFvr,5
884209a41deb55df792f074bccf8af1c1c31768b,1,a054P00000uaFwg,4
884209a41deb55df792f074bccf8af1c1c31768b,1,a054P00000uaFxa,3
884209a41deb55df792f074bccf8af1c1c31768b,9,a054P00000uaFyU,3
884209a41deb55df792f074bccf8af1c1c31768b,1,a054P00000uaFxN,2
884209a41deb55df792f074bccf8af1c1c31768b,1,a054P00000uaFvh,3
884209a41deb55df792f074bccf8af1c1c31768b,1,a054P00000uaFvZ,5
884209a41deb55df792f074bccf8af1c1c31768b,1,a054P00000uaFyr,3
884209a41deb55df792f074bccf8af1c1c31768b,1,a054P00000uaFy0,3
884209a41deb55df792f074bccf8af1c1c31768b,1,a054P00000uaFyC,5
884209a41deb55df792f074bccf8af1c1c31768b,1,a054P00000uaFwF,1
884209a41deb55df792f074bccf8af1c1c31768b,2,a054P00000uaFvo,2
884209a41deb55df792f074bccf8af1c1c31768b,3,a054P00000uaFxh,1
884209a41deb55df792f074bccf8af1c1c31768b,1,a054P00000uaFvb,4
884209a41deb55df792f074bccf8af1c1c31768b,1,a054P00000uaFxy,1
884209a41deb55df792f074bccf8af1c1c31768b,1,a054P00000uaFwm,4
884209a41deb55df792f074bccf8af1c1c31768b,1,a054P00000uaFxm,2
884209a41deb55df792f074bccf8af1c1c31768b,4,a054P00000uaFwV,5
884209a41deb55df792f074bccf8af1c1c31768b,1,a054P00000uaFvH,4
884209a41deb55df792f074bccf8af1c1c31768b,2,a054P00000uaFwH,2
884209a41deb55df792f074bccf8af1c1c31768b,1,a054P00000uaFwDQAU,3
884209a41deb55df792f074bccf8af1c1c31768b,2,a054P00000uaFyM,3
884209a41deb55df792f074bccf8af1c1c31768b,1,a054P00000uaFyZQAU,2
884209a41deb55df792f074bccf8af1c1c31768b,2,a054P00000uaFwg,3
884209a41deb55df792f074bccf8af1c1c31768b,1,a054P00000uaFvk,4
884209a41deb55df792f074bccf8af1c1c31768b,1,a054P00000uaFwR,4
884209a41deb55df792f074bccf8af1c1c31768b,1,a054P00000uaFxu,3
884209a41deb55df792f074bccf8af1c1c31768b,4,a054P00000uaFwB,5
884209a41deb55df792f074bccf8af1c1c31768b,7,a054P00000uaFwg,4
884209a41deb55df792f074bccf8af1c1c31768b,2,a054P00000uaFwj,1
884209a41deb55df792f074bccf8af1c1c31768b,6,a054P00000uaFyH,1
884209a41deb55df792f074bccf8af1c1c31768b,1,a054P00000uaFyC,4
884209a41deb55df792f074bccf8af1c1c31768b,3,a054P00000uaFvZ,2
884209a41deb55df792f074bccf8af1c1c31768b,1,a054P00000uaFxp,5
884209a41deb55df792f074bccf8af1c1c31768b,1,a054P00000uaFxQQAU,2
884209a41deb55df792f074bccf8af1c1c31768b,1,a054P00000uaFve,1
884209a41deb55df792f074bccf8af1c1c31768b,3,a054P00000uaFyA,1
884209a41deb55df792f074bccf8af1c1c31768b,1,a054P00000uaFxK,4
884209a41deb55df792f074bccf8af1c1c31768b,3,a054P00000uaFyM,5
884209a41deb55df792f074bccf8af1c1c31768b,1,a054P00000uaFvj,5
884209a41deb55df792f074bccf8af1c1c31768b,1,a054P00000uaFysQAE,1
884209a41deb55df792f074bccf8af1c1c31768b,1,a054P00000uaFxV,2
884209a41deb55df792f074bccf8af1c1c31768b,1,a054P00000uaFxl,2
884209a41deb55df792f074bccf8af1c1c31768b,1,a054P00000uaFwF,4
884209a41deb55df792f074bccf8af1c1c31768b,3,a054P00000uaFwa,1
884209a41deb55df792f074bccf8af1c1c31768b,1,a054P00000uaFwU,5
884209a41deb55df792f074bccf8af1c1c31768b,1,a054P00000uaFw2QAE,5
884209a41deb55df792f074bccf8af1c1c31768b,1,a054P00000uaFx0,5
884209a41deb55df792f074bccf8af1c1c31768b,2,a054P00000uaFz5,2
884209a41deb55df792f074bccf8af1c1c31768b,4,a054P00000uaFw0,5
884209a41deb55df792f074bccf8af1c1c31768b,5,a054P00000uaFwU,1
884209a41deb55df792f074bccf8af1c1c31768b,2,a054P00000uaFwl,3
884209a41deb55df792f074bccf8af1c1c31768b,1,a054P00000uaFya,2
884209a41deb55df792f074bccf8af1c1c31768b,1,a054P00000uaFyx,2
884209a41deb55df792f074bccf8af1c1c31768b,1,a054P00000uaFxzQAE,4
884209a41deb55df792f074bccf8af1c1c31768b,2,a054P00000uaFyF,4
884209a41deb55df792f074bccf8af1c1c31768b,1,a054P00000uaFyJ,2
884209a41deb55df792f074bccf8af1c1c31768b,1,a054P00000uaFy7QAE,2
884209a41deb55df792f074bccf8af1c1c31768b,5,a054P00000uaFxg,4
884209a41deb55df792f074bccf8af1c1c31768b,1,a054P00000uaFwo,3
884209a41deb55df792f074bccf8af1c1c31768b,1,a054P00000uaFy0,3
884209a41deb55df792f074bccf8af1c1c31768b,5,a054P00000uaFyT,2
884209a41deb55df792f074bccf8af1c1c31768b,1,a054P00000uaFxm,3
884209a41deb55df792f074bccf8af1c1c31768b,1,a054P00000uaFvS,2
884209a41deb55df792f074bccf8af1c1c31768b,2,a054P00000uaFvq,4
884209a41deb55df792f074bccf8af1c1c31768b,7,a054P00000uaFvs,1
884209a41deb55df792f074bccf8af1c1c31768b,1,a054P00000uaFxk,1
884209a41deb55df792f074bccf8af1c1c31768b,1,a054P00000uaFw6,3
884209a41deb55df792f074bccf8af1c1c31768b,1,a054P00000uaFwJ,1
884209a41deb55df792f074bccf8af1c1c31768b,1,a054P00000uaFvU,2
884209a41deb55df792f074bccf8af1c1c31768b,1,a054P00000uaFxzQAE,2
884209a41deb55df792f074bccf8af1c1c31768b,1,a054P00000uaFx2,3
884209a41deb55df792f074bccf8af1c1c31768b,1,a054P00000uaFxN,4
884209a41deb55df792f074bccf8af1c1c31768b,3,a054P00000uaFyw,3
884209a41deb55df792f074bccf8af1c1c31768b,1,a054P00000uaFvW,4
884209a41deb55df792f074bccf8af1c1c31768b,8,a054P00000uaFyF,4
884209a41deb55df792f074bccf8af1c1c31768b,1,a054P00000uaFwX,2
884209a41deb55df792f074bccf8af1c1c31768b,1,a054P00000uaFvc,5
884209a41deb55df792f074bccf8af1c1c31768b,1,a054P00000uaFxY,1
884209a41deb55df792f074bccf8af1c1c31768b,15,a054P00000uaFww,4
884209a41deb55df792f074bccf8af1c1c31768b,1,a054P00000uaFwP,1
884209a41deb55df792f074bccf8af1c1c31768b,3,a054P00000uaFy9,3
884209a41deb55df792f074bccf8af1c1c31768b,1,a054P00000uaFxB,4
884209a41deb55df792f074bccf8af1c1c31768b,2,a054P00000uaFxk,3
884209a41deb55df792f074bccf8af1c1c31768b,3,a054P00000uaFvR,5
884209a41deb55df792f074bccf8af1c1c31768b,2,a054P00000uaFz4,2
884209a41deb55df792f074bccf8af1c1c31768b,1,a054P00000uaFwL,2
884209a41deb55df792f074bccf8af1c1c31768b,1,a054P00000uaFyf,4
884209a41deb55df792f074bccf8af1c1c31768b,1,a054P00000uaFwI,2
884209a41deb55df792f074bccf8af1c1c31768b,2,a054P00000uaFy7QAE,2
884209a41deb55df792f074bccf8af1c1c31768b,1,a054P00000uaFy8,1
884209a41deb55df792f074bccf8af1c1c31768b,1,a054P00000uaFxB,1
884209a41deb55df792f074bccf8af1c1c31768b,1,a054P00000uaFwF,2
884209a41deb55df792f074bccf8af1c1c31768b,1,a054P00000uaFxUQAU,1
884209a41deb55df792f074bccf8af1c1c31768b,1,a054P00000uaFwM,3
884209a41deb55df792f074bccf8af1c1c31768b,1,a054P00000uaFvz,3
884209a41deb55df792f074bccf8af1c1c31768b,4,a054P00000uaFwY,3
884209a41deb55df792f074bccf8af1c1c31768b,1,a054P00000uaFvN,2
884209a41deb55df792f074bccf8af1c1c31768b,1,a054P00000uaFwo,3
884209a41deb55df792f074bccf8af1c1c31768b,1,a054P00000uaFvQ,3
884209a41deb55df792f074bccf8af1c1c31768b,1,a054P00000uaFvd,4
884209a41deb55df792f074bccf8af1c1c31768b,3,a054P00000uaFyV,4
884209a41deb55df792f074bccf8af1c1c31768b,1,a054P00000uaFyx,5
884209a41deb55df792f074bccf8af1c1c31768b,1,a054P00000uaFxGQAU,4
884209a41deb55df792f074bccf8af1c1c31768b,1,a054P00000uaFxP,3
0a00498b9d607844a8826184ae7278097d1c008a,1,a054P00000uaFw7,3
0a00498b9d607844a8826184ae7278097d1c008a,2,a054P00000uaFwO,4
0a00498b9d607844a8826184ae7278097d1c008a,1,a054P00000uaFysQAE,3
0a00498b9d607844a8826184ae7278097d1c008a,1,a054P00000uaFwB,4
0a00498b9d607844a8826184ae7278097d1c008a,1,a054P00000uaFw9QAE,4
0a00498b9d607844a8826184ae7278097d1c008a,10,a054P00000uaFwy,5
0a00498b9d607844a8826184ae7278097d1c008a,1,a054P00000uaFvi,5
0a00498b9d607844a8826184ae7278097d1c008a,3,a054P00000uaFyb,5
0a00498b9d607844a8826184ae7278097d1c008a,3,a054P00000uaFvf,5
0a00498b9d607844a8826184ae7278097d1c008a,2,a054P00000uaFwx,1
0a00498b9d607844a8826184ae7278097d1c008a,3,a054P00000uaFvj,3
